"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
353,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,589,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874909638,2944841888590005,2944841888633685,2944841888699547,43680
354,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,591,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874948951,2944841888645525,2944841888823925,2944841888830702,178400
355,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,593,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875035724,2944841888837205,2944841888881205,2944841888939655,44000
356,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,595,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875069968,2944841888892405,2944841889073685,2944841889079125,181280
357,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,597,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875158653,2944841889086805,2944841889131125,2944841889196945,44320
358,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,599,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875193668,2944841889142485,2944841889321365,2944841889328561,178880
359,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,601,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875291170,2944841889334485,2944841889378965,2944841889438236,44480
360,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,603,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875326186,2944841889390485,2944841889570325,2944841889577195,179840
361,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,605,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875412276,2944841889583445,2944841889627125,2944841889699193,43680
362,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,607,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875447963,2944841889638485,2944841889815926,2944841889823125,177441
363,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,609,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875532511,2944841889829206,2944841889873846,2944841889946255,44640
364,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,611,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875567306,2944841889885206,2944841890065526,2944841890078872,180320
365,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,613,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875652535,2944841890078806,2944841890122326,2944841890213844,43520
366,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,615,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875691187,2944841890133526,2944841890315286,2944841890335482,181760
367,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,617,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875777989,2944841890328406,2944841890372406,2944841890452851,44000
368,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,619,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875812594,2944841890383766,2944841890564726,2944841890573746,180960
369,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,621,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841875899226,2944841890577686,2944841890621686,2944841890695504,44000
370,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,623,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841875935864,2944841890633046,2944841890812886,2944841890821779,179840
371,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,625,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876022175,2944841890825846,2944841890870166,2944841890942264,44320
372,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,627,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876057211,2944841890881526,2944841891063286,2944841891071295,181760
373,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,629,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876151226,2944841891076406,2944841891120566,2944841891195818,44160
