"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
1814,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3359,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191122580,4325581219160856,4325581219341016,4325581219355701,180160
1815,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3361,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191202770,4325581219354136,4325581219387256,4325581219401386,33120
1816,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3363,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191234730,4325581219399073,4325581219582273,4325581219603954,183200
1817,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3365,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191315380,4325581219595393,4325581219629313,4325581219638378,33920
1818,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3367,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191352309,4325581219640833,4325581219825633,4325581219835487,184800
1819,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3369,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191436647,4325581219838753,4325581219872673,4325581219885019,33920
1820,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3371,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191469157,4325581219884353,4325581220066593,4325581220080244,182240
1821,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3373,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191550249,4325581220079553,4325581220113633,4325581220114578,34080
1822,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3375,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191585414,4325581220125153,4325581220310593,4325581220320773,185440
1823,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3377,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191665134,4325581220323553,4325581220357313,4325581220372750,33760
1824,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3379,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191697003,4325581220368833,4325581220551073,4325581220562644,182240
1825,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3381,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191779256,4325581220564193,4325581220598273,4325581220621755,34080
1826,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3383,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191811677,4325581220609953,4325581220796833,4325581220807442,186880
1827,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3385,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191892428,4325581220809953,4325581220843393,4325581220864548,33440
